Time,Netflow_Bytes,Protcol_ICMP,Protcol_TCP,Protcol_UDP,Flag_A,Flag_S,Flag_SS
2.1111798650117604,1.2744141559388773,0.0,1.0,0.0,0.04763296372850151,0.896554390889216,0.05580842640936018
-0.6589825659080417,-0.12339394282061183,1.0,0.0,0.0,0.2305455182511283,0.5469346133661162,0.22251956449416582
-0.5960243288416827,1.3950438942255228,0.0,1.0,0.0,0.05928164677117492,0.8152211600225637,0.1254882847543145
-0.7219408029744009,-0.07100365502458689,0.0,0.0,1.0,0.2305455182511283,0.5469346133661162,0.22251956449416582
-1.0996902253725558,-0.49937130229796733,0.0,1.0,0.0,0.017019350289440505,0.00015543399414952297,0.9828221885157834
-0.6589825659080417,-0.8220778649407092,1.0,0.0,0.0,0.9045977883712918,0.036152569285570674,0.05921527063301331
1.5445557314145284,-0.4011945444953324,0.0,1.0,0.0,0.017033911658500694,0.00015556698617985508,0.9828074891268779
1.4815974943481691,-0.8427698273475426,1.0,0.0,0.0,0.23215887610972472,0.5452769194742596,0.2225639091839304
-1.0367319883061967,-0.5262268279749213,0.0,0.0,1.0,0.06412470525333085,0.814925827819488,0.12094082990606302
0.6001821754191412,-0.8872355337962696,0.0,0.0,1.0,0.23247630401600095,0.5451870498393063,0.22233635248420447
-0.09235843231080945,2.9332931846399024,0.0,0.0,1.0,0.013622481463127402,0.007052142624497081,0.9793185217483834
2.1111798650117604,-0.059557037522934377,0.0,1.0,0.0,0.017033911658500694,0.00015556698617985508,0.9828074891268779
-1.0996902253725558,-0.4698742495052474,0.0,1.0,0.0,0.8258717466200848,0.16240725534719727,0.011710585666618877
-0.5330660917753235,-0.5878624606761271,0.0,0.0,1.0,0.23215887610972472,0.5452769194742596,0.2225639091839304
-0.5330660917753235,-0.46899374046665876,0.0,1.0,0.0,0.8244483055656081,0.16401709487250524,0.011524110472129551
-0.5330660917753235,0.7690019677889895,0.0,1.0,0.0,0.8265005382629608,0.16184997996110823,0.011639065773930346
